iter	Passed	Remaining
207	561	2136
208	564	2134
209	567	2136
210	571	2136
211	574	2135
212	577	2134
213	579	2129
214	581	2123
215	584	2121
216	586	2116
217	589	2116
218	592	2111
219	594	2107
220	597	2107
221	600	2104
222	604	2105
223	608	2106
224	611	2106
225	615	2106
226	618	2106
227	621	2105
228	624	2102
229	627	2101
230	630	2098
231	632	2094
232	636	2094
233	639	2094
234	642	2091
235	645	2091
236	648	2088
237	652	2088
238	654	2083
239	656	2080
240	659	2077
241	661	2073
242	664	2068
243	666	2064
244	668	2060
245	670	2055
246	674	2055
247	676	2052
248	679	2048
249	682	2046
250	685	2045
251	688	2042
252	691	2041
253	694	2040
254	698	2039
255	701	2039
256	704	2037
257	708	2037
258	712	2037
259	715	2036
260	718	2035
261	722	2034
262	724	2030
263	727	2028
264	730	2026
265	733	2024
266	736	2023
267	738	2018
268	741	2015
269	745	2016
270	748	2013
271	751	2011
272	755	2011
273	758	2009
274	761	2007
275	763	2002
276	766	1999
277	768	1996
278	771	1993
279	773	1988
280	775	1983
281	777	1978
282	779	1973
283	780	1968
284	782	1963
285	784	1958
286	786	1953
287	788	1948
288	790	1944
289	792	1939
290	793	1934
291	795	1929
292	797	1924
293	799	1920
294	801	1915
295	803	1910
296	805	1906
297	807	1901
298	808	1896
299	810	1891
300	812	1887
301	814	1882
302	816	1877
303	818	1873
304	820	1869
305	822	1864
306	824	1860
307	826	1855
308	827	1851
309	829	1846
310	831	1842
311	833	1837
312	835	1833
313	837	1829
314	839	1824
315	841	1821
316	843	1817
317	845	1812
318	847	1809
319	849	1804
320	851	1800
321	853	1796
322	855	1792
323	856	1788
324	858	1783
325	860	1779
326	862	1775
327	864	1770
328	866	1766
329	868	1763
330	870	1759
331	872	1754
332	873	1750
333	875	1746
334	877	1742
335	879	1738
336	881	1734
337	883	1730
338	885	1726
339	887	1722
340	889	1718
341	891	1714
342	893	1710
343	895	1706
344	896	1702
345	898	1699
346	900	1695
347	902	1691
348	905	1689
349	908	1687
350	910	1684
351	913	1682
352	916	1679
353	918	1675
354	920	1672
355	922	1669
356	926	1667
357	929	1666
358	932	1665
359	934	1661
360	936	1657
361	938	1653
362	941	1651
363	944	1649
364	945	1645
365	947	1641
366	949	1637
367	951	1633
368	953	1630
369	955	1626
370	958	1624
371	961	1622
372	965	1622
373	968	1621
374	972	1620
375	975	1619
376	979	1618
377	983	1617
378	984	1613
379	987	1610
380	989	1607
381	991	1603
382	993	1600
383	995	1596
384	997	1592
385	999	1589
386	1000	1585
387	1002	1581
388	1004	1577
389	1006	1574
390	1008	1570
391	1010	1566
392	1012	1563
393	1013	1559
394	1015	1555
395	1017	1552
396	1020	1549
397	1023	1548
398	1027	1547
399	1030	1546
400	1034	1545
401	1037	1543
402	1039	1539
403	1041	1536
404	1043	1532
405	1045	1529
406	1049	1528
407	1052	1526
408	1055	1525
409	1058	1523
410	1060	1520
411	1062	1516
412	1066	1516
413	1069	1514
414	1073	1513
415	1076	1511
416	1080	1510
417	1083	1508
418	1085	1505
419	1087	1502
420	1089	1498
421	1091	1495
422	1093	1491
423	1095	1487
424	1097	1484
425	1099	1481
426	1101	1478
427	1104	1475
428	1107	1473
429	1110	1471
430	1112	1469
431	1115	1466
432	1118	1464
433	1122	1463
434	1125	1461
435	1127	1458
436	1129	1455
437	1132	1453
438	1135	1451
439	1139	1449
440	1142	1448
441	1145	1446
442	1148	1443
443	1150	1441
444	1154	1440
445	1158	1438
446	1160	1436
447	1163	1433
448	1165	1430
449	1167	1426
450	1169	1424
451	1171	1420
452	1173	1417
453	1175	1413
454	1177	1410
455	1179	1406
456	1181	1403
457	1183	1400
458	1184	1396
459	1187	1393
460	1188	1390
461	1190	1386
462	1192	1383
463	1195	1380
464	1198	1378
465	1201	1377
466	1205	1376
467	1208	1373
468	1210	1370
469	1212	1366
470	1214	1363
471	1215	1360
472	1217	1356
473	1221	1355
474	1225	1354
475	1228	1352
476	1231	1349
477	1233	1346
478	1235	1343
479	1236	1340
480	1239	1337
481	1242	1335
482	1246	1334
483	1249	1331
484	1253	1330
485	1255	1327
486	1257	1324
487	1260	1321
488	1262	1319
489	1265	1316
490	1267	1313
491	1269	1310
492	1273	1309
493	1277	1308
494	1281	1307
495	1284	1305
496	1286	1302
497	1288	1298
498	1290	1295
499	1292	1292
500	1294	1288
501	1296	1285
502	1298	1282
503	1299	1279
504	1301	1275
505	1303	1272
506	1305	1269
507	1307	1266
508	1309	1263
509	1311	1259
510	1313	1256
511	1315	1253
512	1317	1250
513	1318	1247
514	1321	1244
515	1324	1242
516	1328	1240
517	1330	1238
518	1333	1235
519	1335	1232
520	1338	1230
521	1340	1227
522	1344	1226
523	1348	1224
524	1351	1222
525	1353	1219
526	1354	1216
527	1357	1213
528	1359	1210
529	1362	1207
530	1363	1204
531	1365	1201
532	1367	1198
533	1369	1195
534	1371	1192
535	1373	1188
536	1375	1185
537	1379	1184
538	1382	1182
539	1385	1180
540	1388	1178
541	1392	1177
542	1395	1174
543	1399	1172
544	1402	1171
545	1405	1168
546	1408	1166
547	1411	1164
548	1413	1161
549	1417	1159
550	1420	1157
551	1422	1154
552	1424	1151
553	1426	1148
554	1428	1145
555	1431	1142
556	1434	1141
557	1437	1138
558	1440	1136
559	1444	1135
560	1447	1133
561	1450	1130
562	1452	1127
563	1455	1124
564	1458	1122
565	1461	1120
566	1464	1118
567	1466	1115
568	1469	1113
569	1472	1110
570	1475	1108
571	1478	1106
572	1481	1103
573	1484	1101
574	1487	1099
575	1489	1096
576	1492	1094
577	1497	1093
578	1500	1090
579	1504	1089
580	1506	1086
581	1509	1083
582	1511	1081
583	1514	1078
584	1516	1075
585	1519	1073
586	1521	1070
587	1523	1067
588	1525	1064
589	1528	1062
590	1533	1061
591	1536	1058
592	1539	1056
593	1542	1054
594	1545	1052
595	1547	1048
596	1549	1045
597	1552	1043
598	1555	1041
599	1559	1039
600	1562	1037
601	1565	1034
602	1567	1032
603	1570	1029
604	1572	1026
605	1574	1023
606	1576	1020
607	1577	1017
608	1580	1014
609	1581	1011
610	1585	1009
611	1588	1007
612	1591	1004
613	1595	1002
614	1598	1000
615	1601	998
616	1604	995
617	1607	993
618	1609	990
619	1611	987
620	1615	985
621	1618	983
622	1620	980
623	1623	978
624	1625	975
625	1627	972
626	1629	969
627	1632	967
628	1635	964
629	1637	961
630	1639	958
631	1641	955
632	1643	952
633	1645	949
634	1647	946
635	1649	943
636	1650	940
637	1652	937
638	1655	935
639	1657	932
640	1660	929
641	1663	927
642	1666	924
643	1670	923
644	1673	920
645	1676	918
646	1679	916
647	1683	914
648	1686	912
649	1689	909
650	1693	907
651	1696	905
652	1698	902
653	1701	900
654	1704	897
655	1706	894
656	1709	892
657	1711	889
658	1713	886
659	1715	883
660	1717	880
661	1719	877
662	1720	874
663	1722	871
664	1724	868
665	1726	865
666	1728	862
667	1730	860
668	1733	857
669	1736	855
670	1738	852
671	1740	849
672	1743	847
673	1746	844
674	1750	842
675	1753	840
676	1757	838
677	1760	836
678	1764	834
679	1766	831
680	1768	828
681	1771	826
682	1774	823
683	1776	820
684	1778	817
685	1779	814
686	1781	811
687	1783	808
688	1785	805
689	1787	803
690	1789	800
691	1791	797
692	1793	794
693	1794	791
694	1796	788
695	1798	785
696	1800	782
697	1803	780
698	1805	777
699	1806	774
700	1808	771
701	1810	768
702	1812	765
703	1814	762
704	1816	759
705	1817	757
706	1819	754
707	1821	751
708	1823	748
709	1825	745
710	1827	742
711	1831	740
712	1833	738
713	1836	735
714	1840	733
715	1842	730
716	1845	728
717	1848	726
718	1851	723
719	1853	720
720	1856	718
721	1858	715
722	1861	713
723	1864	710
724	1868	708
725	1870	705
726	1872	703
727	1873	700
728	1875	697
729	1877	694
730	1879	691
731	1881	688
732	1883	686
733	1886	683
734	1889	681
735	1892	678
736	1895	676
737	1897	673
738	1900	671
739	1902	668
740	1904	665
741	1906	663
742	1909	660
743	1912	657
744	1914	655
745	1915	652
746	1917	649
747	1919	646
748	1922	644
749	1924	641
750	1927	639
751	1930	636
752	1933	634
753	1936	631
754	1939	629
755	1942	627
756	1945	624
757	1947	621
758	1950	619
759	1954	617
760	1956	614
761	1959	612
762	1962	609
763	1965	607
764	1968	604
765	1971	602
766	1973	599
767	1976	596
768	1979	594
769	1982	592
770	1985	589
771	1988	587
772	1992	585
773	1994	582
774	1998	580
775	2001	577
776	2005	575
777	2007	572
778	2009	570
779	2012	567
780	2015	565
781	2019	562
782	2021	560
783	2023	557
784	2025	554
785	2029	552
786	2032	550
787	2035	547
788	2038	545
789	2042	542
790	2045	540
791	2049	538
792	2052	535
793	2053	532
794	2056	530
795	2060	527
796	2064	525
797	2068	523
798	2071	521
799	2075	518
800	2078	516
801	2081	513
802	2084	511
803	2087	508
804	2090	506
805	2092	503
806	2094	501
807	2096	498
808	2098	495
809	2100	492
810	2102	489
811	2104	487
812	2106	484
813	2108	481
814	2112	479
815	2115	477
816	2118	474
817	2120	471
818	2122	469
819	2124	466
820	2126	463
821	2128	460
822	2130	458
823	2132	455
824	2134	452
825	2135	449
826	2137	447
827	2139	444
828	2141	441
829	2143	438
830	2145	436
831	2148	433
832	2150	431
833	2152	428
834	2154	425
835	2155	422
836	2157	420
837	2160	417
838	2163	415
839	2166	412
840	2169	410
841	2172	407
842	2175	405
843	2177	402
844	2179	399
845	2183	397
846	2186	395
847	2189	392
848	2191	389
849	2192	386
850	2194	384
851	2196	381
852	2198	378
853	2200	376
854	2202	373
855	2204	370
856	2206	368
857	2208	365
858	2210	362
859	2212	360
860	2214	357
861	2215	354
862	2217	352
863	2220	349
864	2223	346
865	2226	344
866	2229	342
867	2232	339
868	2235	336
869	2238	334
870	2242	332
871	2246	329
872	2249	327
873	2252	324
874	2255	322
875	2258	319
876	2262	317
877	2265	314
878	2268	312
879	2270	309
880	2272	306
881	2274	304
882	2276	301
883	2278	299
884	2281	296
885	2284	293
886	2288	291
887	2290	288
888	2292	286
889	2295	283
890	2298	281
891	2301	278
892	2303	275
893	2305	273
894	2307	270
895	2309	268
896	2311	265
897	2313	262
898	2316	260
899	2319	257
900	2322	255
901	2325	252
902	2327	250
903	2331	247
904	2334	245
905	2337	242
906	2340	239
907	2343	237
908	2347	235
909	2350	232
910	2352	229
911	2355	227
912	2357	224
913	2360	222
914	2363	219
915	2366	217
916	2369	214
917	2373	211
918	2375	209
919	2377	206
920	2380	204
921	2384	201
922	2386	199
923	2389	196
924	2392	193
925	2394	191
926	2396	188
927	2398	186
928	2400	183
929	2402	180
930	2404	178
931	2407	175
932	2410	173
933	2413	170
934	2416	168
935	2419	165
936	2422	162
937	2425	160
938	2428	157
939	2432	155
940	2435	152
941	2440	150
942	2443	147
943	2446	145
944	2449	142
945	2451	139
946	2453	137
947	2455	134
948	2457	132
949	2460	129
950	2463	126
951	2465	124
952	2469	121
953	2473	119
954	2476	116
955	2479	114
956	2482	111
957	2485	108
958	2488	106
959	2491	103
960	2494	101
961	2498	98
962	2501	96
963	2504	93
964	2508	90
965	2511	88
966	2514	85
967	2516	83
968	2519	80
969	2522	78
970	2524	75
971	2528	72
972	2531	70
973	2534	67
974	2536	65
975	2538	62
976	2540	59
977	2542	57
978	2543	54
979	2545	51
980	2548	49
981	2551	46
982	2553	44
983	2554	41
984	2557	38
985	2559	36
986	2561	33
987	2563	31
988	2565	28
989	2567	25
990	2569	23
991	2571	20
992	2573	18
993	2575	15
994	2577	12
995	2579	10
996	2580	7
997	2582	5
998	2584	2
999	2586	0
