iter	Logloss
232	0.3318973301
233	0.3316353988
234	0.3315309862
235	0.3313079586
236	0.3311628415
237	0.3310060447
238	0.3309168237
239	0.3305690334
240	0.330386775
241	0.3301777226
242	0.3299820772
243	0.3299007706
244	0.3295628379
245	0.3293555156
246	0.3291068841
247	0.3288897264
248	0.3287537353
249	0.3285924686
250	0.3284531703
251	0.3282204076
252	0.3280701249
253	0.3277993904
254	0.3276368034
255	0.3274725771
256	0.3272531441
257	0.3270478152
258	0.3268671977
259	0.3267845531
260	0.3265467206
261	0.3264403192
262	0.3262763635
263	0.3260029408
264	0.3257534995
265	0.3256316694
266	0.325458216
267	0.3252994132
268	0.3250815895
269	0.3249703907
270	0.3249204891
271	0.3247686251
272	0.3240363112
273	0.3239135972
274	0.3237219568
275	0.3235607911
276	0.3233864742
277	0.323204702
278	0.3230879029
279	0.3229195505
280	0.3226470368
281	0.322475087
282	0.3223825923
283	0.3221897395
284	0.3219807203
285	0.3218772135
286	0.3217648672
287	0.3216699826
288	0.3215857353
289	0.3214481693
290	0.3212203803
291	0.3210303817
292	0.3208124606
293	0.3206319991
294	0.3204162113
295	0.3202392779
296	0.3200939065
297	0.319923715
298	0.3198038232
299	0.3196156811
300	0.3194455661
301	0.3193484828
302	0.3191563626
303	0.3189309659
304	0.318801473
305	0.3186719716
306	0.3184688929
307	0.318326691
308	0.318162625
309	0.317991149
310	0.3177505881
311	0.3175437349
312	0.3169375841
313	0.3166741464
314	0.3165459338
315	0.3163715658
316	0.3161288518
317	0.315995515
318	0.3153946051
319	0.3152483333
320	0.3150589292
321	0.3148778696
322	0.3147013983
323	0.314560622
324	0.3144304023
325	0.3143496399
326	0.314174508
327	0.3140712168
328	0.3139098054
329	0.3137148242
330	0.3134622271
331	0.3132652993
332	0.3131616097
333	0.3126879478
334	0.3125068749
335	0.3123622051
336	0.3121878526
337	0.3119717053
338	0.3118007382
339	0.3116146724
340	0.31153655
341	0.3114373879
342	0.3112276108
343	0.3107754549
344	0.3107086988
345	0.3105710683
346	0.3104512069
347	0.3103127377
348	0.3101850763
349	0.3099752373
350	0.3098905081
351	0.3096891185
352	0.3095153137
353	0.3093850425
354	0.3092445149
355	0.3091230611
356	0.3089749982
357	0.3087986722
358	0.3085897968
359	0.3084938375
360	0.3083251937
361	0.3080321825
362	0.3078956986
363	0.3077318371
364	0.3075073418
365	0.3073381581
366	0.3071485376
367	0.3069995439
368	0.3068602012
369	0.3066938237
370	0.306449236
371	0.3062727261
372	0.3061244122
373	0.3059774077
374	0.3058069013
375	0.3056733813
376	0.3055720541
377	0.3053936813
378	0.3052388258
379	0.3050176684
380	0.3048913501
381	0.3047784843
382	0.3045715398
383	0.3042924788
384	0.3041450626
385	0.3040581315
386	0.3038823217
387	0.3036922193
388	0.3035359285
389	0.3034402777
390	0.3032827233
391	0.3031309504
392	0.3029708915
393	0.3028083781
394	0.3027304496
395	0.302617806
396	0.3024925725
397	0.302350778
398	0.3021896038
399	0.3020444764
400	0.3019227557
401	0.3017658157
402	0.3016149157
403	0.3014656937
404	0.3012891703
405	0.3011390148
406	0.3009441996
407	0.3008398419
408	0.3006640574
409	0.3003065543
410	0.3002151586
411	0.3000636923
412	0.2999082877
413	0.2997985255
414	0.299639481
415	0.2994701755
416	0.2993283576
417	0.2992080451
418	0.2991172811
419	0.298978036
420	0.298804544
421	0.2987334494
422	0.2985719545
423	0.2984657013
424	0.2983151383
425	0.2982519785
426	0.2980868755
427	0.297939419
428	0.2977904992
429	0.2977252988
430	0.2975660599
431	0.2973953025
432	0.2972666203
433	0.2970941398
434	0.2968548565
435	0.2967209341
436	0.2965911367
437	0.2964464857
438	0.2962676264
439	0.2962073099
440	0.2960001821
441	0.2959318369
442	0.2958055803
443	0.2956778528
444	0.2955441883
445	0.2954209369
446	0.2952631179
447	0.2950973556
448	0.2949280744
449	0.2948172481
450	0.2946831873
451	0.2945256425
452	0.2941574747
453	0.2940441312
454	0.2938872146
455	0.2936869662
456	0.2934816307
457	0.2933229308
458	0.2931465914
459	0.2929340103
460	0.2927809855
461	0.2926116339
462	0.2925383867
463	0.2923768547
464	0.2922107927
465	0.292072549
466	0.2919702413
467	0.2918416391
468	0.2917314133
469	0.2916221525
470	0.2914468693
471	0.2913152575
472	0.2911861175
473	0.2910799968
474	0.2909013523
475	0.2908040052
476	0.2906111321
477	0.2904299423
478	0.2903408857
479	0.2902557399
480	0.290097344
481	0.2899782193
482	0.2898612817
483	0.2897200405
484	0.289573572
485	0.2894213319
486	0.2893172046
487	0.2891497335
488	0.2890015874
489	0.2889136212
490	0.288783043
491	0.2886411429
492	0.2885929905
493	0.2884805707
494	0.2883092256
495	0.2881597606
496	0.2880238667
497	0.2879109287
498	0.2877955081
499	0.2876651188
500	0.287485
501	0.2873169359
502	0.2872267366
503	0.2870969778
504	0.2870386227
505	0.2868902067
506	0.2867538847
507	0.2866380431
508	0.2864859285
509	0.2863855778
510	0.2862838842
511	0.2861084622
512	0.2859810446
513	0.2859376052
514	0.2857705562
515	0.2856195757
516	0.28548138
517	0.2854233879
518	0.2853200276
519	0.2851474389
520	0.2850055695
521	0.2848437601
522	0.2845795712
523	0.2844773203
524	0.2843630389
525	0.2842259132
526	0.2841114684
527	0.2839542358
528	0.2837964891
529	0.2837129079
530	0.2835639597
531	0.2834447962
532	0.2833850997
533	0.283210101
534	0.2830576534
535	0.2829137651
536	0.2827868782
537	0.2826691979
538	0.2826300192
539	0.2825354801
540	0.2824222729
541	0.2823495121
542	0.2822579979
543	0.2821672279
544	0.2820485506
545	0.2819336233
546	0.2818659456
547	0.2817416171
548	0.2815669715
549	0.2814982217
550	0.2814231171
551	0.2812810219
552	0.2811019404
553	0.2809344574
554	0.2808151494
555	0.2807027442
556	0.280575784
557	0.2804898908
558	0.2803479967
559	0.2802492677
560	0.2801475692
561	0.280035916
562	0.2799348326
563	0.2798277915
564	0.2797062266
565	0.279586464
566	0.2795024184
567	0.2793626576
568	0.2792681153
569	0.2791416327
570	0.2790092808
571	0.2788379784
572	0.2787515818
573	0.2786249634
574	0.278564795
575	0.2785260664
576	0.2783639512
577	0.2782346598
578	0.2781944462
579	0.2781068779
580	0.2780422855
581	0.2779467474
582	0.2778051001
583	0.2777295223
584	0.2776491542
585	0.2775068891
586	0.2773671741
587	0.2772140843
588	0.2771549732
589	0.277010882
590	0.276882817
591	0.2767264183
592	0.2766102317
593	0.2765128479
594	0.2763946957
595	0.2762663766
596	0.276181812
597	0.2760516017
598	0.2759638443
599	0.2758274863
600	0.2757048317
601	0.2755505991
602	0.2754698429
603	0.2753596862
604	0.275246957
605	0.2750951401
606	0.2749843606
607	0.2749062659
608	0.2747624126
609	0.2746949496
610	0.2746243996
611	0.2745719521
612	0.2745150502
613	0.274414913
614	0.2743605265
615	0.2743186054
616	0.2742058017
617	0.2741357895
618	0.2740601029
619	0.2739289183
620	0.2738010985
621	0.2737294775
622	0.2736561244
623	0.2735909068
624	0.2734139532
625	0.2733066929
626	0.2732174944
627	0.2731053811
628	0.2730046476
629	0.2728855771
630	0.2727948174
631	0.2726710532
632	0.2725818569
633	0.2724581733
634	0.2723735942
635	0.272217541
636	0.2721693545
637	0.2720383913
638	0.2719276758
639	0.2718710913
640	0.2717363251
641	0.2716632089
642	0.2715276675
643	0.2714177934
644	0.2713207435
645	0.2712334252
646	0.2711233986
647	0.2710065429
648	0.2708564713
649	0.2707482844
650	0.2706468057
651	0.2705659231
652	0.2704632721
653	0.2703441673
654	0.2702260087
655	0.2701208853
656	0.2699764031
657	0.2699141098
658	0.2698301353
659	0.26973057
660	0.2696502028
661	0.2695098444
662	0.2693766526
663	0.2692664825
664	0.2691540562
665	0.2690814514
666	0.2690018084
667	0.2688826999
668	0.2687650819
669	0.2686440152
670	0.2685509803
671	0.2684762359
672	0.2683793972
673	0.2682653507
674	0.2681800187
675	0.2679596515
676	0.2678797039
677	0.2677818071
678	0.2676386898
679	0.267508377
680	0.2673917988
681	0.2672882996
682	0.2672037058
683	0.2671239304
684	0.267055567
685	0.2669293708
686	0.2668051524
687	0.2667259572
688	0.2665910935
689	0.2664986476
690	0.2664118606
691	0.2663091064
692	0.2662259647
693	0.2661477638
694	0.2660262513
695	0.2658907237
696	0.2657916834
697	0.2657087264
698	0.265585425
699	0.2655218319
700	0.2654348245
701	0.2653699259
702	0.2652353675
703	0.2651546232
704	0.2650634897
705	0.264953416
706	0.2648375031
707	0.2647491348
708	0.2646512163
709	0.2645565297
710	0.2645045125
711	0.2643750946
712	0.264281868
713	0.2642273468
714	0.2641768561
715	0.2640913522
716	0.2639424086
717	0.2638321194
718	0.2637274881
719	0.2636220052
720	0.2635190625
721	0.2634522714
722	0.2633880575
723	0.2632871836
724	0.2631455636
725	0.2629931219
726	0.2629253003
727	0.262814284
728	0.262724323
729	0.2626762068
730	0.2625832676
731	0.262449111
732	0.262320762
733	0.2622295128
734	0.2620769853
735	0.2619526439
736	0.2618595341
737	0.2617641429
738	0.2616504408
739	0.2615523525
740	0.2614476251
741	0.2613273161
742	0.2612028886
743	0.2611141545
744	0.2610135177
745	0.2609083442
746	0.2607491536
747	0.2606601902
748	0.2605399212
749	0.2604629564
750	0.2603481313
751	0.260303411
752	0.2602187849
753	0.2601472722
754	0.2600092589
755	0.2598935482
756	0.2598036549
757	0.2597087639
758	0.2596547694
759	0.2595579232
760	0.2594456598
761	0.2593726823
762	0.2592687613
763	0.2591697583
764	0.2590698458
765	0.2590131113
766	0.2589162972
767	0.2588130088
768	0.258724241
769	0.2586400166
770	0.2585556557
771	0.2584481974
772	0.2583850468
773	0.2583273798
774	0.2582593983
775	0.2581415451
776	0.2580651793
777	0.2579621646
778	0.2578753858
779	0.2577253285
780	0.2576661545
781	0.2575491581
782	0.257432161
783	0.2573217423
784	0.2572420235
785	0.2571493064
786	0.2570756283
787	0.25704117
788	0.2569266606
789	0.2568542648
790	0.2567522448
791	0.2566455281
792	0.2564984416
793	0.2563847238
794	0.2562975192
795	0.2562136074
796	0.2561386963
797	0.2560340527
798	0.2559652034
799	0.2558900303
800	0.2557919634
801	0.2556958534
802	0.2555435083
803	0.2554474095
804	0.2553284715
805	0.2551411532
806	0.2550406359
807	0.2549962638
808	0.2549410095
809	0.2548968279
810	0.2548131493
811	0.254743139
812	0.2546183415
813	0.2545087782
814	0.2544100816
815	0.2542702418
816	0.2541477753
817	0.2540155653
818	0.253938338
819	0.2538559058
820	0.2537150354
821	0.2536122898
822	0.2535508182
823	0.2534999473
824	0.2533997798
825	0.2532950189
826	0.2532302148
827	0.253124482
828	0.2530295774
829	0.252951593
830	0.2528696513
831	0.2527453825
832	0.2526333409
833	0.2525550052
834	0.2524735229
835	0.2524062914
836	0.25235139
837	0.2522641184
838	0.252234955
839	0.2521646725
840	0.252069065
841	0.2519634862
842	0.2518893055
843	0.2518283474
844	0.251748044
845	0.251679271
846	0.251592962
847	0.2515290136
848	0.251459178
849	0.2513847769
850	0.2513139312
851	0.2512077618
852	0.2511181778
853	0.2510411959
854	0.250951892
855	0.2508336389
856	0.2507442729
857	0.2506494468
858	0.2505669934
859	0.2505024931
860	0.2503552226
861	0.2503166349
862	0.2501998305
863	0.2500955134
864	0.2500030123
865	0.2499414986
866	0.2499029139
867	0.2498385712
868	0.2497608705
869	0.2496586525
870	0.2496135774
871	0.2494994004
872	0.2494071669
873	0.2493205898
874	0.2492441389
875	0.2491488549
876	0.2490137735
877	0.248941452
878	0.2488619054
879	0.2487928609
880	0.2487346617
881	0.2486379023
882	0.2485497359
883	0.2484527368
884	0.2483729614
885	0.2482415232
886	0.2481527906
887	0.2480930821
888	0.2480035926
889	0.2479319684
890	0.2478513922
891	0.2477939151
892	0.247690727
893	0.2475603169
894	0.2475147213
895	0.2474283799
896	0.2473452856
897	0.2472859866
898	0.2471794634
899	0.2470805615
900	0.2469866376
901	0.2469283047
902	0.2468566874
903	0.2467384784
904	0.2466857817
905	0.2465960953
906	0.2464690141
907	0.2464004957
908	0.2463422439
909	0.2462882556
910	0.2461701643
911	0.2460834292
912	0.2459556411
913	0.2458978132
914	0.2458334867
915	0.2457187149
916	0.245625106
917	0.2455140943
918	0.2454110651
919	0.2453354782
920	0.2452298373
921	0.2451689776
922	0.2450760992
923	0.2449913699
924	0.2448849053
925	0.2448079909
926	0.2447005116
927	0.2446344292
928	0.2445598876
929	0.2445014636
930	0.2444594243
931	0.244389138
932	0.2442633469
933	0.2441530153
934	0.2440496281
935	0.2439743783
936	0.2439104402
937	0.2438394598
938	0.2437617788
939	0.243688715
940	0.2436140373
941	0.2434980864
942	0.2433724793
943	0.2432798881
944	0.2432133907
945	0.2431177203
946	0.2430196371
947	0.2429366382
948	0.2428412571
949	0.2427702785
950	0.2426985296
951	0.2426243014
952	0.2425586617
953	0.2424977827
954	0.2423918501
955	0.2423270223
956	0.2422520689
957	0.2421846281
958	0.2421418326
959	0.2420810035
960	0.2419943903
961	0.2419324455
962	0.241807954
963	0.2417338374
964	0.241613116
965	0.2415505115
966	0.2414593828
967	0.2413716982
968	0.2412662215
969	0.2412241471
970	0.2411976666
971	0.2411116052
972	0.2410607378
973	0.2409891733
974	0.240913824
975	0.2408493168
976	0.2408042278
977	0.2407288057
978	0.240630156
979	0.2405542293
980	0.2404944777
981	0.2404407669
982	0.2403881446
983	0.2402995961
984	0.2402215708
985	0.2401584784
986	0.2400898993
987	0.2399996155
988	0.2399096805
989	0.239776392
990	0.2396993637
991	0.2396033411
992	0.2394771164
993	0.2393819351
994	0.2393203106
995	0.239238087
996	0.2391626473
997	0.2390603841
998	0.2390022068
999	0.2389657128
